0,1,2
pass,22,1
passed,18,3
passes,1,1
passing,1,1
past,5,2
pastime,1,1
pastor,1,1
patent,1,1
path,1,1
patients,2,2
patio,1,1
pattern,3,2
patterns,1,1
paul,4,1
pay,46,4
paying,6,3
payment,2,1
payments,1,1
pays,3,1
peace,4,1
peanut,3,1
pearl,2,2
peasant,1,1
peek,2,1
peeling,1,1
pemberton,2,1
penal,1,1
penalties,1,1
penalty,5,3
pencil,3,2
pendulum,2,2
penney's,1,1
penneys,3,1
pennsylvania,1,1
penny's,1,1
pent,1,1
pentagon,1,1
people,431,42
people'd,1,1
people'll,1,1
people's,5,3
people've,1,1
peppers,2,2
per,6,1
percent,31,17
percentage,2,2
perception,1,1
perfect,13,8
perfectly,4,4
perform,1,1
performance,1,1
performing,1,1
perhaps,3,2
period,16,11
periodically,1,1
peripheral,1,1
permanent,1,1
person,60,22
person's,2,1
personal,14,9
personality,7,6
personally,3,3
persons,1,1
perspective,1,1
persuade,1,1
persuasive,1,1
pertains,1,1
pessimistic,1,1
pet,4,3
pete,2,2
pets,3,2
phase,1,1
phased,1,1
phasing,2,2
phenomenons,1,1
philosophy,3,2
phone,16,6
phones,1,1
photo,1,1
phraseology,1,1
physical,10,4
physically,3,2
physicals,1,1
physics,2,2
pick,16,1
picked,12,1
picking,1,1
picky,1,1
picture,10,4
pictures,1,1
picturing,1,1
pie,6,1
piece,4,1
pieces,5,2
piercings,1,1
piglet,1,1
pill,4,1
pills,3,2
pilot,5,4
pilots,3,3
pin,1,1
pine,2,1
pioneer,1,1
piper,1,1
pissed,6,3
pizza,1,1
place,50,5
placed,1,1
placement,1,1
places,20,5
plain,2,2
plan,4,2
plane,4,2
planes,2,1
planet,6,6
planned,1,1
planning,3,3
plant,2,1
plants,1,1
plates,1,1
play,33,1
played,7,2
player,4,2
players,3,3
playground,2,1
playing,11,5
playmates,1,1
plays,6,1
plea,5,1
please,4,1
plenty,9,7
plop,1,1
plugged,2,1
plus,14,4
pocket,2,2
poem,1,1
poems,3,2
poetry,2,2
point,25,6
points,4,2
poke,1,1
pokemon,2,1
polaris,8,6
poles,2,1
police,12,2
policeman,1,1
political,7,6
politician,2,2
politicians,7,4
politics,10,2
polls,6,2
pooh,1,1
pool,6,2
poor,11,3
poories,1,1
popcorn,1,1
popping,1,1
popular,3,3
populated,1,1
population,14,8
population's,1,1
pork,2,1
port,8,5
portland,1,1
portraying,1,1
position,12,8
positions,3,3
positive,5,5
positives,1,1
possessed,1,1
possession,1,1
possibilities,1,1
possibility,1,1
possible,6,3
possibly,4,4
post,3,3
postpone,1,1
postponed,4,3
postponing,1,1
pot,1,1
potatoes,1,1
potential,4,4
potheads,1,1
pound,1,1
pounds,3,2
pour,1,1
poverty,3,2
pow,1,1
power,3,1
powers,2,1
practically,3,2
practice,4,2
practiced,1,1
practicing,1,1
prague,2,1
praise,2,1
pray,4,1
prayer,3,1
praying,1,1
pre,2,1
preacher,1,1
precinct,4,2
precincts,1,1
predictions,1,1
predicts,1,1
predominantly,2,2
prefer,3,3
preference,1,1
preferred,1,1
pregnancy,3,3
pregnant,17,13
prejudice,1,1
prejudiced,2,1
preliminary,1,1
premises,1,1
prep,2,1
prepare,1,1
preparing,1,1
preppy,1,1
prerequisite,1,1
prerequisites,1,1
preschool,3,1
presence,1,1
present,1,1
presenting,1,1
presents,3,3
preservative,1,1
presidency,1,1
president,11,10
presidential,1,1
press,2,1
pressed,1,1
pressure,1,1
pretend,2,2
pretty,119,19
prevail,1,1
prevented,1,1
previous,2,2
previously,1,1
price,7,1
prices,2,2
priest,3,1
priests,2,2
primaries,2,1
primarily,1,1
primary,1,1
prime,1,1
principal,6,6
principles,2,2
print,1,1
printer,1,1
printers,1,1
prior,1,1
prioritization,1,1
prison,3,2
private,7,5
privileges,2,2
pro,4,1
probably,132,50
probation,1,1
problem,47,15
problems,27,15
procedure,2,2
proceeded,2,2
process,8,4
processing,1,1
procreation,1,1
produce,4,2
producing,1,1
product,3,3
production,1,1
products,1,1
profanity,4,4
professional,1,1
professor,2,2
proficiency,5,4
profile,1,1
profound,1,1
program,18,9
programs,18,10
progressively,1,1
project,3,1
projects,2,2
prominent,1,1
promises,2,2
promising,1,1
promotion,1,1
prompts,1,1
proofread,1,1
prop,1,1
propagating,1,1
properly,1,1
proportion,1,1
pros,1,1
prospects,1,1
protect,9,3
protecting,2,1
protection,1,1
protest,2,2
protestant,2,2
protesting,1,1
protocol,2,2
proud,5,2
prove,4,1
proved,3,2
proven,1,1
provide,3,3
province,2,2
pseudo,2,2
psychological,1,1
psychologically,1,1
psychologist,3,3
psychology,2,1
public,30,16
public's,1,1
publicity,1,1
publicized,1,1
publicizing,1,1
publics,1,1
published,1,1
publishing,2,2
puck,1,1
pudding,1,1
puke,1,1
puked,1,1
puking,1,1
pull,10,3
pulled,2,1
pulling,2,2
pulls,4,2
pulse,1,1
pump,1,1
pumps,1,1
punch,1,1
punched,1,1
punishment,4,4
purchasing,1,1
purdue,1,1
pure,1,1
purpose,1,1
pursue,1,1
push,4,1
pushed,10,4
pushing,2,2
pushups,1,1
pushy,1,1
put,117,14
puts,3,2
putting,16,10
puzzle,1,1
puzzles,3,2
q,10,2
q's,2,1
qualified,2,2
qualify,3,2
quality,1,1
quarter,11,6
quarterbacks,1,1
quarters,3,2
quasi,1,1
queen,2,1
question,17,10
questions,13,11
quick,2,1
quickly,1,1
quiet,3,2
quietly,1,1
quit,7,5
quite,18,6
quitting,1,1
quote,3,1
quoting,1,1
r,11,3
race,4,3
rachel,2,2
racism,1,1
racist,6,3
racketeering,1,1
rackets,1,1
racking,1,1
radio,8,4
radius,2,2
rafael's,1,1
rage,1,1
ragged,1,1
rail,2,2
railroad,1,1
rain,7,1
raining,3,2
rains,2,2
rainstorm,1,1
raise,16,3
raised,20,6
raising,7,4
raking,1,1
rally,1,1
ram,1,1
ramming,1,1
ramp,1,1
rampant,1,1
ran,18,5
range,5,1
ranting,1,1
rarely,1,1
rat,1,1
rate,5,3
rather,15,7
rating,2,2
ratings,2,2
rationale,1,1
raving,1,1
ravioli,1,1
reach,5,1
reached,2,2
reaching,1,1
reacted,1,1
read,43,7
reader,3,2
reader's,2,1
readers,1,1
reading,20,12
reads,4,2
ready,21,5
reagan,3,2
real,75,15
realities,1,1
reality,4,4
realization,1,1
realize,8,5
realized,6,6
realizes,1,1
realizing,1,1
really,416,48
realm,2,2
rear,1,1
rearrange,1,1
reason,24,7
reasonable,3,3
reasoning,1,1
reasons,5,4
rebel,1,1
rebellion,2,1
rebellious,1,1
rebuild,1,1
receive,1,1
recent,2,2
recently,2,2
receptionist,2,2
receptive,3,2
recipe,3,2
recipes,2,1
recited,1,1
recognize,3,3
recollection,1,1
recommend,1,1
reconnals,1,1
record,4,1
recorded,2,2
recovery,1,1
recreation,1,1
red,4,1
reddenmacher,1,1
redemption,2,2
redirected,1,1
redmond,1,1
redo,1,1
reds,2,2
reduced,1,1
reelect,1,1
reelected,1,1
refer,2,2
reference,1,1
refers,1,1
reflect,1,1
reformatory,1,1
refresher,1,1
refused,1,1
regardless,1,1
region,2,2
regions,1,1
register,5,5
registered,4,3
regrets,1,1
regular,12,7
regularly,2,2
regulations,1,1
rehabilitation,1,1
reincarnation,1,1
relate,2,2
related,4,4
relations,1,1
relationship,5,5
relationships,2,1
relatively,1,1
relativity,1,1
relax,2,1
relaxed,1,1
release,3,1
released,1,1
relevance,3,2
relieve,1,1
religion,11,9
religion's,1,1
religions,1,1
religious,7,3
reload,2,2
relocated,1,1
rely,1,1
relying,1,1
remaining,1,1
remains,1,1
remarkably,1,1
remedial,1,1
remember,44,24
remind,2,2
reminded,3,3
reminds,2,2
remodel,1,1
remodeling,1,1
remove,2,2
rent,6,5
repaired,2,1
repealed,1,1
repeating,2,2
repent,1,1
replace,1,1
replaced,1,1
report,2,2
reports,2,2
representatives,1,1
represented,2,2
representing,1,1
republic,1,1
republican,13,11
republicans,5,4
reputation,1,1
required,1,1
requirement,2,2
requires,1,1
requiring,1,1
research,3,1
resell,2,1
reselling,1,1
resentment,1,1
reserve,1,1
reserves,1,1
residence,1,1
residency,1,1
resist,1,1
resolved,1,1
resource,2,2
respect,5,4
respectful,1,1
respecting,1,1
respective,1,1
respond,4,3
responding,1,1
responsibilities,1,1
responsibility,8,8
responsible,4,4
rest,13,3
restaurant,6,6
restaurants,3,3
restrictions,1,1
result,3,3
resulting,1,1
resume,1,1
retake,1,1
retardation,1,1
retarded,2,2
retards,1,1
reteaching,1,1
retire,5,4
retired,9,7
retirement,1,1
retiring,1,1
retrain,1,1
retriever,1,1
retro,1,1
retrospect,1,1
reversals,1,1
reverse,4,3
reversing,1,1
review,1,1
rewarding,1,1
rewrite,1,1
rewrote,2,1
rhyme,1,1
rice,1,1
rich,4,1
richest,1,1
richies,1,1
richland,1,1
richmond,5,5
rid,4,2
ridden,1,1
ride,7,2
ridiculous,3,3
rifle,4,2
right,301,25
rights,11,3
ring,5,1
rings,1,1
rinse,1,1
ripped,4,3
rips,1,1
riser,2,2
risking,1,1
rivalled,1,1
river,3,1
riverside,1,1
road,14,6
roads,2,1
roam,1,1
roaming,1,1
rob,1,1
robbed,1,1
robbie,1,1
robert,2,2
roberta,1,1
robin,1,1
robust,1,1
rochester,1,1
rock,3,1
rocker,1,1
rocking,3,2
rocks,1,1
rocky,1,1
rode,2,1
rodney,1,1
roe,1,1
roger,1,1
role,3,1
rolled,2,2
rollers,1,1
rolling,3,3
rolls,3,3
rom,1,1
roman,1,1
rome,1,1
rommel,1,1
roofing,1,1
room,32,2
room's,1,1
roommate,1,1
roommate's,2,2
rooms,3,3
rooted,1,1
rosa,1,1
rose,1,1
rosemary,1,1
roses,1,1
rosie,3,2
rotted,1,1
rough,11,3
round,1,1
rounded,1,1
rounds,1,1
route,3,2
routed,1,1
routes,1,1
routinely,1,1
row,4,1
rows,1,1
roy,1,1
rozutti,1,1
rub,1,1
rubbed,2,1
ruin,2,2
ruined,2,2
rule,5,1
rules,3,2
run,29,6
running,18,12
runs,6,2
runway,1,1
runways,1,1
rural,4,3
russia,1,1
ruston,1,1
rusty,1,1
s,25,10
sabotage,2,2
sacramental,1,1
sacramento,1,1
sacred,1,1
sacrifices,1,1
sad,6,4
sadly,2,1
safe,1,1
safer,2,1
saggy,1,1
said,329,32
saint,7,4
salads,1,1
sales,4,2
salvage,1,1
salvation,2,2
same,65,4
sanctioned,1,1
sanctuary,1,1
sandler,1,1
sandwich,1,1
sarah,1,1
sarcom,1,1
sat,7,4
satanic,1,1
saturday,9,7
savannah,1,1
save,2,1
saving,1,1
savvy,1,1
saw,27,3
say,217,4
saying,43,14
says,70,10
scabs,2,1
scale,1,1
scanner,6,2
scarce,1,1
scare,5,2
scared,11,3
scary,6,2
scattered,1,1
scene,1,1
scenic,1,1
schedule,3,3
scheduled,3,3
scholarship,2,2
scholarships,2,1
schoo,1,1
school,247,17
schoolers,1,1
schools,35,11
schottenstein,1,1
schwarzenegger,1,1
science,15,7
sciences,2,2
scioto,1,1
score,4,2
scored,1,1
scores,8,2
scoring,1,1
scott,3,2
scout,1,1
scouting,1,1
scouts,3,1
scrambled,1,1
scratch,3,2
scream,1,1
screamed,1,1
screaming,2,2
screen,4,1
screening,2,2
screw,8,3
screwed,3,3
screwing,2,2
screws,1,1
scripture,5,3
scroungey,1,1
scrubbed,1,1
sea,1,1
sealed,1,1
search,3,1
searching,4,4
searing,1,1
sears,2,2
season,2,2
seat,4,2
seats,1,1
seattle,2,2
second,21,13
seconds,2,2
secret,2,2
secretarial,3,2
secretary,3,2
section,2,2
sections,2,1
sectors,2,1
secure,1,1
security,6,3
see,202,7
seeing,7,5
seeking,1,1
seem,10,1
seemed,3,2
seems,14,1
seen,31,4
sees,4,1
sega,2,2
segregate,1,1
seldom,1,1
selective,2,2
self,1,1
selflessness,1,1
sell,10,2
selling,5,3
sells,1,1
semi,2,2
seminar,1,1
seminaries,1,1
seminars,1,1
senate,2,2
senator,1,1
senators,2,2
send,12,3
sending,2,1
senior,7,2
sense,10,3
senseless,1,1
sensible,1,1
sensitive,2,2
sent,7,4
sentence,6,2
separate,6,6
separated,1,1
september,2,2
sequences,1,1
sergeant,2,2
serious,7,5
seriously,1,1
sermon,2,2
serve,1,1
served,1,1
server,2,1
service,21,10
services,1,1
set,17,4
sets,2,1
setting,7,4
settle,4,1
settled,2,2
settlement,3,3
settling,3,3
seven,53,16
seventeen,8,4
seventh,5,4
seventies,3,1
seventy,38,18
several,10,3
sewn,1,1
sex,9,2
sexist,1,1
sexual,4,2
sexuality,1,1
shake,2,1
shaken,1,1
shall,1,1
shallow,1,1
shalt,1,1
shape,7,1
shapes,1,1
share,14,2
shared,4,3
sharing,1,1
shark,1,1
sharking,1,1
sharon,1,1
shaved,1,1
shawshank,2,1
she,499,14
she'd,15,3
she'll,7,4
she's,103,10
sheep,2,1
sheepherder,1,1
sheepherders,2,1
sheet,3,2
shell,1,1
shells,4,1
shepherd,4,3
sherry,2,1
shift,5,2
shifts,1,1
ship,1,1
shirt,7,2
shirts,2,1
shit,7,3
shocked,3,1
shocking,1,1
shoemaker,2,1
shoes,12,3
shoot,6,3
shooting,8,6
shootings,2,1
shoots,1,1
shop,8,2
shopping,9,6
shops,1,1
short,6,4
shorten,1,1
shortest,1,1
shortly,2,2
shot,8,3
shotgun,2,2
should,87,15
should've,4,4
shoulda,1,1
shoulder,1,1
shoulders,2,2
shouldn't,14,9
show,19,2
showed,7,3
showers,2,2
showing,4,3
shown,3,1
shows,7,3
shrinks,1,1
shuffle,1,1
shuffling,1,1
shunned,1,1
shut,1,1
shuts,1,1
shy,1,1
sibling,4,1
siblings,1,1
sick,5,1
sickening,1,1
side,32,7
sides,2,2
sidetracked,2,2
sidewalks,1,1
sight,1,1
sign,10,5
signature,3,1
signed,3,2
significant,1,1
significantly,2,2
signing,1,1
silence,2,2
silently,1,1
sills,1,1
silly,2,1
similar,8,7
similarities,1,1
simple,2,1
simpler,1,1
simply,4,1
simpson,1,1
sin,3,2
sinatra,1,1
since,39,9
sinful,1,1
sing,2,1
singer,1,1
singing,3,3
single,11,6
sink,1,1
sinner,1,1
sins,3,3
siphoned,1,1
sister,29,6
sister's,4,2
sisters,10,6
sit,57,11
site,3,1
sites,2,1
sits,4,1
sitter,1,1
sitting,22,15
situation,8,5
situations,3,2
six,65,7
sixteen,19,3
sixth,13,2
sixties,5,3
sixtieth,1,1
sixty,17,3
size,6,4
sized,1,1
skate,2,2
skating,1,1
skiing,2,2
skilled,2,1
skills,3,1
skinheads,1,1
skinned,1,1
skip,1,1
skirt,1,1
sky,2,1
slack,1,1
slam,1,1
slap,2,1
slash,1,1
sleep,7,1
sleeping,5,4
slept,1,1
slick,1,1
slip,3,1
slippery,1,1
sloppy,1,1
slow,6,1
slower,2,1
slowly,3,2
slurpie,1,1
slut,1,1
smack,4,1
small,21,4
smaller,10,3
smallpox,1,1
smart,6,5
smartest,1,1
smattering,1,1
smell,1,1
smells,1,1
smelly,1,1
smiles,1,1
smiling,4,4
smith,1,1
smoke,2,1
smoked,1,1
smoking,5,4
smut,1,1
snapping,1,1
so,933,35
so's,1,1
soap,6,1
soapbox,1,1
social,5,4
socialism,2,2
socialistic,2,2
socialists,1,1
socialize,2,2
socializing,2,2
socially,3,1
society,9,4
sofas,1,1
software,2,2
sold,4,3
soldier,1,1
solution,1,1
solutions,1,1
solve,1,1
solvent,1,1
solver,1,1
some,281,10
somebody,59,18
somebody's,5,4
somehow,6,1
someone,29,7
someone'd,1,1
someone's,4,2
someplace,2,1
something,251,57
something's,3,3
sometime,4,1
sometimes,46,14
somewhat,3,3
somewhere,21,4
son,34,6
son's,5,1
songs,1,1
sons,3,1
soon,10,4
sooner,1,1
soonest,1,1
sophomore,3,3
sorely,1,1
sores,1,1
sororities,1,1
sorry,22,7
sort,34,12
sorts,8,6
soul,1,1
sound,10,3
sounded,1,1
sounds,6,3
soup,4,2
sour,1,1
south,8,1
southeast,2,1
southeastern,1,1
southern,4,3
space,4,1
spaced,1,1
spacey,1,1
spanish,1,1
speak,6,2
speaking,10,4
special,9,4
specific,7,6
specifically,3,2
specimens,1,1
speech,8,1
speeches,1,1
speed,3,1
speeding,1,1
spell,19,2
spelled,3,1
speller,2,1
spelling,3,1
spells,1,1
spend,16,6
spending,2,2
spends,1,1
spendthrift,1,1
spent,4,4
sperm,3,2
spider,1,1
spiel,1,1
spilled,2,2
spilling,1,1
spiral,2,2
spirit,2,2
spirits,1,1
spiritual,14,11
spirituality,1,1
spiritually,2,1
spitting,1,1
spitz,1,1
split,4,4
splitcycle,1,1
splitting,1,1
spoil,1,1
spoiled,1,1
spoken,1,1
sponge,1,1
sponsored,1,1
sport,1,1
sports,2,1
sposeta,4,3
sprawling,1,1
spread,7,2
spreading,1,1
spreads,1,1
spring,3,1
springer,4,3
springtime,1,1
squared,1,1
squeamish,1,1
squirrels,1,1
stable,1,1
stack,2,2
stacked,1,1
stadium,2,2
stadiums,1,1
stage,2,1
stairs,1,1
stalk,1,1
stamps,1,1
stance,4,3
stand,11,4
standard,4,3
standards,3,3
standing,1,1
stands,4,3
stanford,1,1
star,1,1
stars,3,2
start,49,13
started,64,38
starting,9,5
starts,6,3
starve,1,1
state,36,7
statement,3,3
statements,1,1
states,10,4
statewide,1,1
station,2,2
statistic,1,1
statistics,2,2
status,2,2
statute,2,2
stay,27,3
stayed,18,3
staying,4,3
stays,3,1
steadily,1,1
steady,3,1
steaks,1,1
steal,2,2
stealing,1,1
steel,1,1
step,6,4
stepdad,1,1
steps,1,1
stereotypical,2,2
stew,1,1
stick,11,1
sticker,1,1
sticks,2,1
sticky,1,1
still,92,13
stimulates,1,1
stinking,2,2
stock,2,1
stocks,3,1
stolen,4,3
stomach,5,3
stomped,1,1
stone,2,2
stones,1,1
stool,1,1
stop,14,2
stopped,6,3
stops,1,1
store,16,3
stores,6,4
stories,3,2
storm,1,1
story,6,3
straight,21,11
straighten,2,2
stranded,1,1
strange,3,2
street,18,11
streets,3,2
strength,1,1
stress,1,1
stressed,2,1
stressful,6,5
stretch,1,1
strict,1,1
stricter,1,1
strictly,1,1
strike,1,1
strikes,1,1
strip,1,1
strippers,1,1
strong,2,2
strongly,1,1
struck,1,1
structure,1,1
struggle,3,2
struggled,1,1
struggling,3,3
stubborn,1,1
stuck,4,1
student,15,6
students,27,12
studied,2,2
studies,5,2
study,13,3
studying,2,2
stuff,153,8
stumble,1,1
stumbled,1,1
stunned,1,1
stunt,1,1
stupid,37,11
stupidity,1,1
stuttered,1,1
style,3,3
stylish,1,1
subcontractor,1,1
subdue,1,1
subjecting,1,1
subjective,1,1
subjects,2,1
subs,1,1
substantial,2,2
substitute,4,4
substitutes,1,1
substituting,1,1
subtle,2,1
subtleties,1,1
subtract,1,1
suburb,1,1
suburban,2,2
suburbia,2,1
subway,1,1
succeed,1,1
success,1,1
successful,3,2
succumb,1,1
succumbed,1,1
such,19,1
sucked,5,3
sucker,1,1
sucks,4,1
sudden,5,3
suddenly,1,1
sue,2,1
sued,2,1
suffer,2,1
suffix,1,1
sugar,2,1
sugary,1,1
suggest,2,2
suit,1,1
suits,1,1
summarize,1,1
summer,17,1
summers,2,1
summit,2,2
sunday,16,4
super,4,1
superintendent,3,3
supervisor,1,1
supper,1,1
supplement,1,1
supply,1,1
support,18,7
supported,5,5
supporting,1,1
supportive,2,2
suppose,8,5
supposed,29,13
supposedly,7,7
supposta,1,1
supreme,4,2
sure,51,12
surface,1,1
surfboard,1,1
surfed,1,1
surgery,1,1
surprise,1,1
surprised,6,4
surprising,1,1
surveyed,1,1
survived,2,2
suspend,1,1
suzy,1,1
swan,2,1
sway,3,1
swayed,1,1
swear,5,2
swearing,1,1
sweet,3,2
swimming,2,2
swimsuit,1,1
swing,3,1
swirling,1,1
switch,1,1
switched,2,2
swore,1,1
sydney,2,1
symbol,1,1
symptoms,1,1
syndrome,1,1
syntax,1,1
system,27,7
systems,6,4
t,27,2
t's,1,1
table,13,7
tables,4,3
taboo,2,1
tabs,2,1
taco,2,1
tag,2,1
tail,1,1
taj mahal,1,1
take,144,4
taken,8,5
takes,20,3
taking,35,12
tale,1,1
talk,83,7
talked,19,7
talking,49,25
talks,4,2
taller,1,1
tallow,3,1
tam,1,1
tamara,2,2
tammy,2,1
tank,3,2
tanks,1,1
tap,1,1
tape,10,1
tapes,1,1
taping,2,1
tapped,1,1
tapping,2,2
target,3,3
task,1,1
tasks,2,1
taste,2,2
tastes,2,2
taught,27,5
tax,6,1
taxed,1,1
taxes,6,3
taxi,2,2
taxis,1,1
taylor,1,1
tea,1,1
teach,26,2
teacher,34,2
teacher's,1,1
teachers,34,6
teachers',2,2
teaches,1,1
teaching,19,5
team,12,1
teams,3,2
tear,1,1
tears,1,1
teasing,1,1
teater,2,2
teater's,4,2
technical,3,3
technically,3,3
technology,1,1
teddy,1,1
tee,1,1
teen,1,1
teenager,4,3
teenagers,1,1
teeny,2,2
teeth,6,1
telephone,4,2
television,6,6
tell,96,8
telling,17,11
tells,7,4
temporary,1,1
ten,60,7
tend,7,4
tended,1,1
tendon,2,1
tends,5,3
tennessee,4,2
tensed,1,1
tenth,4,1
term,4,2
terms,15,3
terrible,13,6
terribly,1,1
terrific,2,2
terrified,1,1
territory,1,1
test,23,3
tested,1,1
testing,5,1
tests,5,3
texas,2,2
than,120,27
thank,14,4
thankful,1,1
thanks,4,3
thanksgiving,3,2
that,2183,209
that'd,5,4
that'll,4,4
that's,478,69
that've,1,1
the,3147,110
the ,1,1
theater,2,2
their,194,26
theirselves,1,1
them,442,41
them's,3,1
themself,1,1
themselves,10,8
then,347,39
theological,4,2
theorems,2,2
theories,1,1
theory,2,2
therapist,2,2
therapy,4,3
there,656,50
there'd,5,4
there'll,3,3
there're,1,1
there's,256,48
there've,1,1
therefore,6,3
theresa,1,1
these,107,13
thesis,2,1
they,1277,42
they'd,29,14
they'll,44,16
they're,296,32
they've,48,16
thick,1,1
thief,1,1
thing,171,19
thing's,1,1
thingies,1,1
things,212,31
thingy,1,1
think,589,55
thinker,1,1
thinking,20,9
thinks,13,6
thinning,1,1
third,14,3
thirteen,11,6
thirties,3,2
thirty,61,8
this,484,29
thomas,2,1
thoroughfares,1,1
those,141,22
thou,1,1
though,41,10
thought,82,19
thoughts,2,1
thousand,49,15
thousands,3,2
thread,1,1
threatened,6,5
threatening,1,1
three,147,7
threes,2,1
threw,6,2
thrift,3,1
thrilled,1,1
throat,4,3
throats,1,1
throes,1,1
through,94,17
throughout,3,3
throw,15,4
throwing,5,5
thrown,1,1
throws,1,1
thumbs,1,1
thunder,1,1
thunderstorm,1,1
thurber,1,1
thursday,3,2
ticket,4,2
tickets,4,2
tidal,1,1
tie,2,1
tied,2,1
tiff,1,1
tight,2,1
tighten,1,1
til,1,1
till,20,9
timbers,2,2
time,275,17
time's,2,2
timeless,1,1
times,47,9
tineteen,1,1
tink,1,1
tiny,1,1
tip,1,1
tired,4,3
tires,1,1
title,2,1
to,2406,99
to ,1,1
today,45,15
today's,5,1
todd,1,1
toes,2,1
together,31,16
toilet,1,1
token,1,1
told,59,12
toledo,3,2
tom,1,1
tomatoes,2,1
tomorrow,4,3
tomorrow's,1,1
ton,1,1
tongue,4,1
tongues,1,1
tonight,1,1
tons,2,1
too,152,7
took,47,4
tooth,1,1
tootsie,1,1
top,15,1
topic,3,1
topics,2,1
tore,2,2
tornado,5,4
tornados,1,1
total,4,2
totally,11,4
touch,4,1
touched,1,1
touching,2,2
tough,9,1
tougher,2,1
toured,1,1
tournament,1,1
toward,8,8
towards,7,7
towel,1,1
tower,7,2
towers,1,1
town,27,3
towns,1,1
township,5,1
toy,2,2
toys,1,1
trace,1,1
track,3,2
tracked,1,1
tractor,2,2
tractors,4,3
trade,5,4
traded,1,1
tradeoff,1,1
trades,1,1
trading,1,1
traffic,11,7
tragedy,1,1
trail,1,1
trailer,2,2
train,3,3
training,4,3
traits,1,1
trample,1,1
trampling,1,1
transcribing,1,1
transfer,1,1
transferred,3,2
transit,1,1
transitioning,1,1
translate,1,1
transmeridian,1,1
transposing,1,1
trash,5,2
trashy,1,1
trauma,2,1
traumatic,2,2
travel,4,3
traveled,1,1
traveling,1,1
travels,1,1
tread,1,1
treat,5,2
treated,2,2
tree,5,2
tremendous,4,4
trend,3,2
trial,6,4
trials,3,2
tribes,1,1
tried,19,8
tries,5,3
trig,1,1
trigger,1,1
triggers,1,1
trimming,1,1
trip,3,1
trips,1,1
trouble,12,4
troublemakers,1,1
troubles,1,1
truck,8,2
trucks,3,2
true,16,7
truly,2,2
trust,2,1
trustee,2,2
truth,9,5
try,71,7
trying,58,25
tubule,1,1
tuesday,5,3
tuition,2,2
tulsa,3,2
tulsan,1,1
tunnel,4,3
turkey,1,1
turn,26,7
turned,17,8
turning,4,3
turns,2,1
turtles,1,1
tutor,1,1
tuttle,2,2
tv,28,2
tweed,1,1
twelfth,7,4
twelve,17,5
twenties,1,1
twentieth,2,2
twenty,87,16
twice,4,1
twiddling,1,1
twin,1,1
twins,2,1
twist,1,1
twisting,1,1
twists,1,1
twizzlers,2,2
two,241,8
twos,4,2
type,15,3
types,4,2
typewriters,1,1
typing,3,2
u,30,4
u's,4,2
uh,1525,45
uh-huh,14,7
uh-hum,1,1
uh-oh,1,1
uh-uh,1,1
uh-uhn,1,1
uh-unh,2,2
uhhuh,1,1
ultimately,1,1
ultra,3,3
ultrasound,5,5
ultrasounds,1,1
um,772,31
um-hum,379,18
um-hum>,1,1
um-um,1,1
umbilical,1,1
umbrella,1,1
umbrellas,1,1
unable,1,1
unaware,1,1
unbathed,1,1
unbiased,1,1
unbrand,2,1
uncle,1,1
uncomfortable,1,1
uncovered,1,1
unction,1,1
undecided,2,2
under,25,9
underage,1,1
underground,1,1
underneath,2,2
understand,36,18
understanding,7,7
understands,3,3
understood,8,8
undo,2,1
undoing,1,1
undoubtedly,1,1
unemployed,1,1
unemployment,2,2
unfairness,1,1
unfortunately,6,6
unh-unh,2,1
unifying,1,1
unimportant,1,1
union,2,2
unique,1,1
unit,1,1
united,10,10
universe,1,1
university,14,12
unless,16,10
unnecessary,1,1
unorthodox,1,1
unpleasant,1,1
unpopular,3,3
unseen,2,2
unsettling,1,1
until,39,15
unwise,1,1
up,378,12
up's,1,1
upbringing,2,2
upgrading,1,1
upholstery,2,2
upon,10,4
upper,1,1
uproot,1,1
upset,8,4
upstairs,5,2
urban,2,1
urge,1,1
us,71,5
use,48,5
useable,1,1
used,47,12
useful,3,3
useta,16,12
using,6,5
usually,50,20
utilities,1,1
utilizing,1,1
v,10,2
vacant,1,1
vacation,5,3
vaccinated,2,2
vacuum,1,1
valuable,1,1
value,2,2
values,3,2
van,1,1
vanessa,1,1
vanishes,1,1
variety,2,2
various,2,2
vary,1,1
vast,3,2
vegetable,2,2
vegetables,2,2
vegetarian,1,1
venice,1,1
ventilating,1,1
versed,1,1
version,3,1
versus,6,3
very,188,23
vestibule,2,1
vestibules,3,2
vet,1,1
veteran,1,1
veterinary,1,1
via,1,1
vibrations,1,1
vice,1,1
victorious,1,1
video,9,3
vienna,1,1
vietcong,1,1
vietnam,11,5
vietnamese,1,1
view,3,1
views,4,1
vigorous,1,1
village,3,2
vinegar,1,1
vineyard,1,1
vineyards,1,1
violence,6,6
violent,2,2
virgin,1,1
virginia,11,5
virus,1,1
vision,3,2
visit,3,2
visited,1,1
visiting,1,1
visitors,1,1
visual,2,2
vocabulary's,1,1
vocational,1,1
vociferously,1,1
voice,4,1
voinivich's,1,1
voinovich's,1,1
volkswagen,1,1
volume,1,1
volunteer,7,3
volunteered,3,3
vote,56,5
voted,31,9
voter,1,1
voters,3,1
votes,10,3
voting,6,3
vulgarity,1,1
w,8,6
w's,1,1
wacky,3,1
